## Muestra el numero de rayos que golpean cada bin
0.622696	1.21832	1.94931	3.35715	5.95623	8.06798	13.7805	19.7638	27.3716	40.0962	51.3318	65.329	78.6493	99.9834	113.385	128.005	142.814	150.395	156.838	162.524	165.177	156.703	152.019	137.562	126.895	109.27	95.4621	79.8946	62.6216	47.5957	33.3819	25.6388	17.7062	11.6959	7.36406	5.03572	2.62615	1.78687	0.812213	0.21659	
0.568549	0.812213	1.6515	3.303	4.57546	7.93261	12.3998	19.0328	24.6642	35.0064	46.3503	57.2881	73.6948	86.5819	102.474	115.226	129.331	140.621	145.63	150.043	145.819	145.711	139.619	127.328	115.334	100.579	86.5006	72.3952	57.6671	43.8053	30.5392	22.8773	15.1884	11.019	7.14747	3.60081	2.65323	1.43491	0.86636	0.379033	
0.406106	0.676844	1.38076	2.57201	4.08814	7.0121	10.3692	15.3779	21.8214	29.7541	40.5565	50.0323	64.2189	78.7034	91.5634	102.799	116.688	124.025	133.582	130.035	136.912	132.553	125.243	115.47	102.068	91.022	76.5916	60.8889	50.0323	36.4142	27.9401	19.3577	14.1054	8.20335	6.03745	3.76325	2.08468	1.08295	0.514401	0.0812213	
0.243664	0.730991	1.29954	2.2742	3.57374	5.27938	8.74482	12.6976	19.1411	25.693	36.6308	45.0237	56.1239	68.8215	80.0571	89.1268	101.5	107.835	113.872	119.801	117.581	116.498	111.408	101.256	93.3503	78.5951	65.9787	53.2541	43.3451	33.7339	24.3935	16.7045	11.4251	7.03918	5.33353	2.95104	1.51613	0.64977	0.297811	0.21659	
0.108295	0.460254	1.08295	1.81394	2.70738	4.52132	7.6348	10.8295	15.4591	21.0905	30.4038	38.8508	45.3756	54.6619	65.9517	76.7812	87.367	91.1573	97.3031	101.093	104.342	100.579	94.0271	86.4194	79.6781	69.5254	56.1239	47.3791	33.6797	27.8589	20.5761	13.9159	9.01556	5.4689	3.95277	1.6515	0.974655	0.622696	0.297811	0.0812213	
0.189516	0.270738	0.785139	1.5432	2.49079	3.7091	5.25231	8.41994	12.5351	18.5997	23.0668	31.8387	39.5277	45.511	55.8261	63.9482	71.7725	80.8964	83.4413	88.3687	88.1521	86.1487	81.14	73.8031	64.6521	57.3151	49.2472	38.2011	29.0231	24.7454	16.7857	11.8312	7.66187	4.87328	2.40956	1.59735	1.16417	0.406106	0.243664	0	
0.135369	0.243664	0.541475	0.676844	1.78687	3.05933	4.62961	6.87673	9.34044	14.5115	18.2748	22.8232	31.1348	37.9303	44.8612	51.7921	60.3474	62.6757	70.1481	74.3716	71.3935	71.6913	66.4119	62.5674	54.9597	45.7817	40.5565	32.5697	24.1498	18.9787	13.1578	9.50289	6.68722	4.25058	2.30127	1.16417	0.487328	0.568549	0.108295	0.0270738	
0.108295	0.108295	0.351959	0.730991	1.24539	2.32834	2.97811	5.14401	7.82431	11.2085	14.1054	20.2512	23.121	29.0772	35.9539	40.746	46.4856	50.1677	57.64	59.454	59.0208	56.0697	54.1746	51.0882	45.8359	38.6342	31.189	26.6406	19.7368	14.9718	11.0461	6.57892	4.68376	2.70738	1.86809	0.920508	0.487328	0.108295	0.108295	0.0270738	
0.0270738	0.189516	0.243664	0.568549	0.893434	1.43491	2.59908	3.57374	5.3606	6.93088	10.8566	13.564	19.1141	23.0939	26.8842	31.4868	35.6832	40.2316	45.1049	45.2944	46.5669	44.9424	43.8866	39.1486	36.4413	27.6964	24.6371	19.087	15.7299	10.6941	8.25749	5.76671	3.27592	2.05761	1.24539	0.514401	0.297811	0.108295	0.108295	0.0270738	
0.0270738	0.0541475	0.0812213	0.189516	0.43318	0.893434	1.5432	2.08468	3.43837	5.84793	7.22869	9.50289	12.6164	15.6216	21.7944	24.0144	27.9401	30.1331	33.03	34.871	35.6291	34.4107	32.4614	29.9977	28.1567	21.9297	19.7638	15.1342	11.3439	8.58238	6.17282	4.14228	2.51786	1.48906	0.86636	0.351959	0.297811	0.0541475	0.0541475	0.0541475	
0.0541475	0.0270738	0.0812213	0.108295	0.324885	0.514401	0.947581	1.97638	2.40956	3.46544	5.68549	7.39113	9.63826	12.1832	14.1054	17.3543	20.3595	21.6319	24.0956	26.6676	27.5882	24.7454	23.8791	23.2293	20.928	17.8958	13.9701	10.8836	9.12385	6.09159	4.14228	2.92397	2.05761	1.19125	0.64977	0.162443	0.0541475	0.0541475	0.0270738	0	
0	0.0270738	0.0270738	0	0.21659	0.243664	0.514401	0.893434	1.97638	2.49079	3.57374	4.65669	6.74136	8.55531	10.8836	11.2898	14.8364	16.8669	17.9228	18.2206	18.7621	19.439	17.7604	16.4067	15.432	12.6434	10.6671	8.52823	5.9833	4.81913	3.14056	1.67857	1.24539	0.893434	0.460254	0.162443	0.0270738	0.0541475	0.0270738	0	
0	0	0.0270738	0.0270738	0.0541475	0.135369	0.460254	0.406106	1.0288	1.11002	1.6515	2.92397	4.3318	4.87328	6.98503	8.33872	10.7754	11.9395	12.5622	12.9142	14.1325	13.7264	13.4015	12.6434	10.0985	9.20508	7.47236	6.03745	4.46717	3.46544	2.43664	1.35369	0.812213	0.297811	0.0541475	0.0812213	0.0270738	0	0	0	
0	0	0	0	0.108295	0.189516	0.21659	0.243664	0.622696	1.0288	1.46198	1.94931	3.14056	3.11348	4.11521	6.09159	7.06625	7.47236	8.28457	8.41994	8.93434	8.93434	8.7719	8.96141	7.17454	6.06452	4.81913	3.76325	3.33007	2.13883	1.5432	0.974655	0.568549	0.270738	0.135369	0.0812213	0	0	0	0	
0	0	0	0.0270738	0.0270738	0.0812213	0.0812213	0.21659	0.460254	0.622696	0.839286	1.1371	2.05761	1.94931	2.54493	2.97811	4.60254	4.76498	5.92915	6.11867	6.03745	6.11867	5.90208	6.09159	4.98157	4.00692	3.33007	2.86982	1.86809	1.32661	0.812213	0.595623	0.297811	0.162443	0.0812213	0.0270738	0	0	0	0	
0	0	0.0270738	0.0270738	0.0270738	0.0541475	0	0	0.135369	0.189516	0.595623	0.541475	0.812213	1.08295	1.59735	2.35542	2.59908	3.08641	3.68203	3.00519	4.00692	4.30473	3.38422	3.7091	2.86982	2.76152	1.67857	1.81394	1.11002	0.839286	0.406106	0.43318	0.21659	0.0541475	0.0812213	0	0	0	0	0	
